,A,B,C
3070,LOC,city,"[what, north, american, city, would, you, visit, to, see, cleopatra, 's, needle, ?]"
3071,NUM,date,"[when, was, the, nfl, established, ?]"
3072,LOC,other,"[where, can, i, find, an, ask, an, expert, site, ?]"
3073,HUM,ind,"[what, writer-journalist, made, his, mark, describing, colorful, broadway, and, underworld, characters, ?]"
3074,LOC,state,"[what, u.s., state, has, the, lowest, highest, elevation, at, 6, feet, ?]"
3075,HUM,gr,"[what, are, the, residents, of, the, island, of, lesbos, called, ?]"
3076,ENTY,other,"[what, is, the, organizational, structure, of, the, new, delhi, indira, gandhi, airport, ?]"
3077,ENTY,other,"[at, christmas, time, ,, what, is, the, traditional, thing, to, do, under, the, mistletoe, ?]"
3078,HUM,ind,"[what, baseball, great, plugged, mr., coffee, ?]"
3079,ENTY,sport,"[what, international, amateur, sports, spectacle, was, first, telecast, in, 1956, ?]"
3080,DESC,desc,"[what, is, the, origin, of, the, word, ``, amen, '', ?]"
3081,HUM,ind,"[who, 's, baby, was, sweet, pea, on, the, popeye, cartoon, ?]"
3082,LOC,other,"[where, is, mile, high, stadium, ?]"
3083,ENTY,other,"[what, were, baffin, ,, frobisher, and, franklin, looking, for, ?]"
3084,DESC,def,"[what, is, limbo, ?]"
3085,LOC,city,"[what, city, contains, the, district, of, hell, 's, kitchen, ?]"
3086,ENTY,techmeth,"[what, interesting, method, was, used, to, run, the, credits, in, the, early, popeye, cartoons, ?]"
3087,ENTY,substance,"[what, are, the, stars, made, of, ?]"
3088,HUM,ind,"[what, english, physician, was, born, on, january, 18, ,, 1779, and, went, on, to, create, two, important, inventions, ?]"
3089,HUM,ind,"[who, did, arthur, h., bremer, try, to, assassinate, on, may, 15, ,, 1972, ?]"
3090,NUM,speed,"[how, fast, must, a, spacecraft, travel, to, escape, earth, 's, gravity, ?]"
3091,HUM,ind,"[what, apostle, is, taylor, caldwell, 's, great, lion, of, god, ?]"
3092,NUM,count,"[how, many, rings, are, there, on, a, five-zone, archery, target, ?]"
3093,ENTY,dismed,"[what, anesthetic, did, queen, victoria, allow, to, be, used, for, the, birth, of, her, seventh, child, ,, in, 1853, ?]"
3094,ENTY,substance,"[what, element, ,, from, the, periodic, table, ,, is, a, gas, or, a, solid, ,, but, never, a, liquid, ?]"
3095,DESC,def,"[what, is, a, tonne, ?]"
3096,LOC,other,"[which, one, of, the, great, lakes, is, entirely, within, u.s., territory, ?]"
3097,ABBR,exp,"[what, is, deet, ?]"
3098,HUM,gr,"[what, company, sells, the, most, greeting, cards, ?]"
3099,LOC,state,"[what, u.s., state, has, sagebrush, as, its, state, flower, ?]"
3100,DESC,def,"[what, is, the, bernoulli, principle, ?]"
3101,HUM,ind,"[what, 's, comic, strip, photographer, peter, parker, 's, secret, identity, ?]"
3102,DESC,desc,"[what, is, difference, between, a, poster, and, a, print, ?]"
3103,ENTY,sport,"[in, which, sport, is, there, a, ``, scrum, '', ?]"
3104,ENTY,techmeth,"[what, are, the, best, ways, to, improve, employee, morale, at, low, cost, ?]"
3105,LOC,country,"[what, nationality, is, pope, john, paul, ii, ?]"
3106,DESC,def,"[what, is, false, consciousness, ?]"
3107,DESC,manner,"[how, did, the, great, depression, affect, japan, 's, history, ?]"
3108,ENTY,other,"[which, side, should, a, bowler, facing, a, 37803, split, hit, the, 3-pin, on-the, left, or, the, right, ?]"
3109,LOC,other,"[where, are, some, great, educational, resources, for, parents, and, teachers, ?]"
3110,NUM,count,"[how, many, israeli, athletes, were, killed, at, the, munich, olympics, ?]"
3111,ENTY,termeq,"[what, is, the, scotch, ``, for, people, who, know, the, difference, '', ?]"
3112,NUM,date,"[when, was, richard, nixon, born, ?]"
3113,LOC,other,"[what, new, york, city, landmark, has, 168, steps, to, its, crown, ?]"
3114,LOC,other,"[where, is, the, bulls, basketball, team, based, ?]"
3115,NUM,period,"[what, is, the, recomended, age, to, switch, a, child, from, a, crib, to, a, bed, ?]"
3116,HUM,ind,"[which, rockefeller, was, sometimes, called, ``, jdr3, '', ?]"
3117,NUM,date,"[when, is, the, sun, closest, to, the, earth, ?]"
3118,DESC,desc,"[what, are, some, chemical, properties, of, mendelevium, ?]"
3119,NUM,count,"[what, is, the, average, hours, per, months, spent, online, by, aol, users, ?]"
3120,HUM,ind,"[whom, did, friz, freleng, add, to, the, warner, bros., cartoon, ranks, ?]"
3121,DESC,desc,"[what, is, the, origin, of, the, word, ``, sideburns, '', ?]"
3122,ENTY,event,"[the, trials, resulting, from, world, war, ii, are, known, as, what, ?]"
3123,ENTY,event,"[what, started, in, 1849, when, gold, was, discovered, at, sutter, 's, mill, ?]"
3124,DESC,def,"[what, is, a, first, world, country, ?]"
3125,HUM,ind,"[who, was, shakespeare, 's, moorish, general, ?]"
3126,LOC,mount,"[what, 's, the, second-highest, mountain, in, the, world, ?]"
3127,LOC,country,"[what, country, was, erich, honecker, the, leader, of, ?]"
3128,DESC,manner,"[how, does, salt, melt, ice, and, snow, ?]"
3129,LOC,city,"[what, two, japanese, cities, are, spelled, with, the, letters, k, ,, o, ,, o, ,, t, and, y, ?]"
3130,DESC,def,"[what, does, laser, stand, for, ?]"
3131,HUM,ind,"[who, taught, matt, murdock, to, use, his, extraordinary, abilities, in, marvel, comics, ?]"
3132,LOC,other,"[where, did, wile, e., coyote, always, get, his, devices, ?]"
3133,NUM,dist,"[how, far, away, is, the, moon, ?]"
3134,HUM,ind,"[what, famous, film, and, tv, cowboy, lent, his, name, to, a, fast, food, chain, ?]"
3135,DESC,def,"[what, is, mandibulofacial, dysostosis, ?]"
3136,DESC,reason,"[what, was, the, reason, for, the, partition, of, the, anglican, and, vatican, churches, ?]"
3137,DESC,def,"[what, is, butterfield, 8, in, butterfield, 8, ?]"
3138,HUM,ind,"[who, famously, rode, to, warn, the, people, of, massachusetts, that, the, british, were, coming, ?]"
3139,ABBR,exp,"[what, is, dtmf, ?]"
3140,ENTY,cremat,"[name, a, movie, that, the, actress, ,, sandra, bullock, ,, had, a, role, in, .]"
3141,ENTY,other,"[what, blew, up, at, lakehurst, ,, new, jersey, ,, on, may, 6, ,, 1977, ?]"
3142,HUM,ind,"[who, commanded, the, french, forces, at, the, battle, of, orleans, ?]"
3143,LOC,other,"[where, can, an, individual, get, a, contact, lens, tested, that, burned, the, entire, surface, of, eye, when, new, ?]"
3144,LOC,country,"[what, countries, does, the, mont, blanc, tunnel, join, ?]"
3145,ENTY,veh,"[what, ill-fated, craft, was, captained, by, ernst, lehmann, ?]"
3146,NUM,date,"[when, did, amtrak, begin, operations, ?]"
3147,NUM,count,"[how, many, bones, are, in, the, human, hand, ?]"
3148,NUM,count,"[how, many, chemical, elements, are, there, ?]"
3149,LOC,state,"[what, eastern, state, sprouted, the, first, commercial, nuclear, power, plant, in, the, u.s., ?]"
3150,LOC,country,"[what, are, the, three, most, populated, countries, in, the, world, ?]"
3151,HUM,ind,"[who, led, the, opposition, when, konrad, adenauer, was, chancellor, in, germany, ?]"
3152,NUM,count,"[what, is, the, current, population, for, these, countries]"
3153,NUM,period,"[what, is, the, youngest, age, a, boy, or, girl, can, have, an, orgasm, ?]"
3154,ENTY,color,"[what, color, is, the, lipstick, on, boy, george, 's, wax, lips, at, london, 's, madame, tussaud, 's, ?]"
3155,DESC,desc,"[what, is, the, origin, of, the, candy, cane, at, christmas, ?]"
3156,ENTY,product,"[what, is, the, brand, name, of, a, chemical, used, to, control, ripening, ?]"
3157,ENTY,animal,"[what, terror, of, the, sea, did, johnny, horton, sing, about, ?]"
3158,LOC,other,"[what, is, the, largest, office, block, in, the, world, ?]"
3159,HUM,ind,"[who, turned, all, he, touched, to, gold, ?]"
3160,ENTY,dismed,"[what, is, the, medical, term, for, cancer, of, the, blood, ?]"
3161,HUM,ind,"[who, plays, shortstop, for, charlie, brown, 's, baseball, team, ?]"
3162,LOC,country,"[what, country, did, the, romans, call, hibernia, ?]"
3163,HUM,ind,"[who, was, the, most, famous, food, editor, of, the, new, york, times, ?]"
3164,NUM,count,"[how, many, dogs, pull, a, sled, in, the, iditarod, ?]"
3165,ENTY,termeq,"[what, 's, a, male, witch, called, ?]"
3166,NUM,period,"[how, long, does, cocaine, stay, in, your, system, ?]"
3167,LOC,country,"[what, two, countries, fought, the, hundred, years, ', war, ?]"
3168,HUM,ind,"[who, was, the, last, u.s., president, to, reinstate, selective, service, registration, ?]"
3169,NUM,date,"[on, which, dates, does, the, running, of, the, bulls, occur, in, pamplona, ,, spain, ?]"
3170,HUM,ind,"[what, was, the, name, of, the, lawyer, who, represented, randy, steven, craft, ?]"
3171,DESC,desc,"[what, happens, to, used, motor, oil, ?]"
3172,ENTY,word,"[what, is, the, most, commonly, used, 1, letter, word, in, the, english, language, ?]"
3173,HUM,ind,"[what, actress, 's, autobiography, is, titled, shelley]"
3174,NUM,count,"[how, many, colors, was, the, 1940s, collectible, called, a, donald, duck, rubber, boat, ?]"
3175,DESC,manner,"[how, did, the, 7th, inning, stretch, get, started, ?]"
3176,HUM,ind,"[who, lived, on, the, shores, of, the, gitchee, gumee, river, ?]"
3177,ENTY,other,"[what, did, tristan, come, back, as, ?]"
3178,LOC,country,"[what, country, will, hit, the, year, 2, first, ?]"
3179,ENTY,color,"[what, colors, make, up, a, rainbow, ?]"
3180,ENTY,event,"[what, war, did, johnny, reb, and, billy, yank, fight, ?]"
3181,HUM,ind,"[who, is, section, manager, for, guidance, and, control, systems, at, jpl, ?]"
3182,HUM,ind,"[what, is, goldfinger, 's, first, name, ?]"
3183,LOC,other,"[what, square, is, the, geographical, center, of, london, ?]"
3184,HUM,ind,"[which, of, the, following, famous, people, does, not, paint, as, a, hobby, ?]"
3185,LOC,city,"[what, is, the, most, populated, city, in, the, world, ?]"
3186,NUM,count,"[how, many, pitchers, occupy, the, shelf, beside, the, crouching, woman, in, edgar, degas, 's, 1886, painting, the, tub, ?]"
3187,NUM,money,"[what, is, the, cost, of, the, drugs, used, in, tuberculosis, treatments, ?]"
3188,ABBR,exp,"[what, does, jessica, mean, ?]"
3189,ENTY,event,"[what, famed, gangland, slaughter, cut, into, the, membership, of, bugs, moran, 's, outfit, ?]"
3190,ENTY,instru,"[ray, charles, is, best, known, for, playing, what, instrument, ?]"
3191,LOC,other,"[where, did, victor, hugo, spend, his, exile, ?]"
3192,DESC,desc,"[what, was, nine, tailors, ,, the, television, show, from, 1974, ,, about, ?]"
3193,DESC,manner,"[how, does, the, elongated, man, know, a, mystery, is, afoot, ?]"
3194,ENTY,food,"[what, food, of, the, three, bears, did, goldilocks, eat, ?]"
3195,DESC,def,"[what, is, boston, kreme, ?]"
3196,HUM,ind,"[who, should, i, call, to, get, a, tour, of, the, new, york, stock, exchange, ?]"
3197,NUM,count,"[how, many, airline, schools, are, there, in, the, u.s., ?]"
3198,HUM,ind,"[what, u.s., general, died, december, 1, ,, 1945, ,, when, his, jeep, collided, with, a, truck, ?]"
3199,DESC,def,"[what, is, a, swatch, ?]"
3200,DESC,def,"[what, does, ouija, mean, ?]"
3201,NUM,count,"[how, many, major, nazi, leaders, went, on, trial, after, the, war, at, nuremberg, ?]"
3202,ENTY,animal,"[what, kind, of, fish, is, a, coney, ?]"
3203,LOC,state,"[what, state, did, helen, keller, call, home, ?]"
3204,HUM,ind,"[what, was, the, name, of, the, director, of, the, movie, ``, jaws, '', ?]"
3205,DESC,desc,"[what, steps, can, be, taken, to, prevent, diabetes, ?]"
3206,DESC,desc,"[what, were, the, first, words, spoken, on, a, film, sound, track, ?]"
3207,NUM,date,"[what, year, is, etched, on, the, gold, medal, of, excellence, from, the, paris, exposition, depicted, on, a, can, of, campbell, 's, tomato, soup, ?]"
3208,LOC,country,"[what, country, 's, royal, house, is, bourbon-parma, ?]"
3209,ENTY,cremat,"[what, film, was, jude, law, in, ?]"
3210,HUM,ind,"[who, portrayed, w.c., fields, in, the, film, w.c., fields, and, me, ?]"
3211,ENTY,other,"[what, were, the, ceremony, traditions, like, during, the, elizabethian, times, ?]"
3212,HUM,gr,"[which, college, did, dikembe, mutombo, play, basketball, at, ?]"
3213,ENTY,dismed,"[what, is, a, fear, of, going, to, bed, ?]"
3214,DESC,desc,"[where, did, the, saying, ``, rule, of, thumb, '', come, from, ?]"
3215,DESC,reason,"[why, does, sound, travel, quicker, through, water, than, air, ?]"
3216,NUM,money,"[how, much, money, does, the, sultan, of, brunei, have, ?]"
3217,LOC,country,"[what, country, would, you, visit, to, ski, in, the, dolomites, ?]"
3218,NUM,date,"[what, month, 's, third, weekend, is, the, monterey, jazz, festival, held, on, ?]"
3219,DESC,def,"[what, is, the, ``, global, economy, '', ?]"
3220,HUM,ind,"[who, built, the, first, successful, stern, wheel, steamboat, ?]"
3221,DESC,def,"[what, is, a, caul, ?]"
3222,HUM,ind,"[who, was, hitler, 's, minister, of, propaganda, ?]"
3223,HUM,ind,"[who, was, the, first, doctor, to, successfully, transplant, a, liver, ?]"
3224,DESC,def,"[what, does, the, theory, of, quantum, leaps, mean, in, simpler, terms, ?]"
3225,DESC,def,"[what, is, a, bone, marrow, transplant, ?]"
3226,DESC,desc,"[what, is, the, difference, between, a, classical, and, an, acoustic, guitar, ?]"
3227,LOC,city,"[what, african, capital, is, named, for, a, u.s., president, ?]"
3228,ENTY,lang,"[what, is, the, name, of, a, language, spoken, by, the, sioux, ?]"
3229,LOC,other,"[what, mediterranean, island, is, home, to, the, first, club, med, ?]"
3230,ENTY,other,"[what, does, an, edentulous, smile, lack, ?]"
3231,ENTY,dismed,"[what, is, a, fear, of, jealousy, ?]"
3232,LOC,other,"[where, can, you, find, the, venus, flytrap, ?]"
3233,ENTY,cremat,"[what, is, the, largest, sculpture, in, the, world, ?]"
3234,NUM,date,"[when, was, john, d., rockefeller, born, ?]"
3235,LOC,other,"[what, building, built, in, 18, contains, 327, miles, of, book, shelves, ?]"
3236,DESC,def,"[what, is, home, banking, ?]"
3237,ENTY,cremat,"[what, william, makepeace, thackeray, novel, was, made, into, a, film, by, stanley, kubrick, ?]"
3238,HUM,ind,"[who, was, the, lawyer, for, randy, steven, craft, ?]"
3239,DESC,manner,"[how, do, hermit, crabs, reproduce, ?]"
3240,HUM,ind,"[who, is, reputed, to, be, the, greatest, maker, of, violins, ?]"
3241,DESC,manner,"[how, do, you, stop, junk, snail, mail, ?]"
3242,HUM,ind,"[what, future, soviet, dictator, was, training, to, be, a, priest, when, he, got, turned, on, to, marxism, ?]"
3243,NUM,period,"[how, long, does, james, bond, like, his, eggs, boiled, ?]"
3244,LOC,city,"[what, u.s., city, 's, skyline, boasts, the, gateway, arch, ?]"
3245,LOC,other,"[where, is, belize, located, ?]"
3246,ENTY,termeq,"[what, 's, the, common, name, for, a, japanese, dwarf, tree, ?]"
3247,ENTY,cremat,"[what, did, thomas, paine, write, ?]"
3248,HUM,ind,"[who, sued, the, dannon, yougurt, company, for, using, a, character, named, ron, raider, for, promotion, ?]"
3249,HUM,ind,"[who, was, the, first, jockey, to, ride, two, triple, crown, winners, ?]"
3250,ENTY,cremat,"[what, lewis, carroll, book, introduced, humpty, dumpty, to, the, world, ?]"
3251,HUM,ind,"[who, wrote, brave, new, world, ?]"
3252,LOC,state,"[what, state, does, charles, robb, represent, ?]"
3253,DESC,def,"[what, is, hydroelectricity, ?]"
3254,NUM,count,"[how, many, people, are, taller, than, 7, feet, ?]"
3255,HUM,ind,"[who, wrote, unsafe, at, any, speed, ?]"
3256,NUM,count,"[how, many, islands, make, up, antigua, ?]"
3257,DESC,manner,"[how, does, an, abacus, work, ?]"
3258,DESC,reason,"[what, causes, rust, ?]"
3259,ENTY,dismed,"[what, is, the, fear, of, the, computer, called, ?]"
3260,ENTY,techmeth,"[what, is, a, technique, popularly, used, to, detect, birth, defects, ?]"
3261,LOC,state,"[what, u.s., state, boasts, stone, mountain, ,, the, world, 's, largest, mass, of, exposed, granite, ?]"
3262,HUM,ind,"[what, british, commander, surrendered, to, george, washington, at, yorktown, in, 1781, ?]"
3263,DESC,desc,"[what, according, to, the, kinsey, institute, ,, is, the, sexual, preference, of, four, percent, of, american, males, ?]"
3264,HUM,ind,"[who, created, the, world, wide, web, ,, www, ?]"
3265,ENTY,techmeth,"[what, is, the, procedure, called, for, drilling, a, hole, in, your, skull, to, acheive, a, higher, consciousness, ?]"
3266,HUM,ind,"[what, is, the, name, of, the, president, of, garmat, u.s.a, ?]"
3267,ENTY,cremat,"[what, was, the, name, of, the, television, show, ,, starring, karl, madsen, ,, that, had, san, francisco, in, the, title, ?]"
3268,HUM,ind,"[who, were, leaders, of, the, byzantine, empire, ?]"
3269,HUM,ind,"[who, was, the, first, president, to, appoint, a, woman, to, head, a, cabinet, ?]"
3270,DESC,def,"[what, is, splatterpunk, ?]"
3271,DESC,desc,"[what, is, the, orgin, of, xoxoxox, ?]"
3272,HUM,gr,"[who, built, the, first, pyramid, ?]"
3273,LOC,country,"[what, southeast, asian, country, has, the, wang, river, joining, the, ping, river, at, tak, ?]"
3274,LOC,city,"[what, italian, city, of, 155, were, leonardo, da, vinci, ,, michaelangelo, ,, and, machiavelli, all, working, in, ?]"
3275,ENTY,color,"[what, color, tennis, balls, are, used, at, wimbledon, ?]"
3276,ENTY,termeq,"[what, is, a, 2-sided, object, called, ?]"
3277,HUM,gr,"[name, a, french, fascist, party, .]"
3278,ENTY,event,"[name, the, french, historical, period, during, the, reign, of, napoleon, iii, .]"
3279,ENTY,cremat,"[what, movie, has, made, the, most, money, ?]"
3280,DESC,def,"[what, is, time, ?]"
3281,NUM,count,"[how, many, states, have, a, lottery, ?]"
3282,LOC,city,"[what, is, the, name, of, the, largest, city, in, chile, ,, south, america, ?]"
3283,ENTY,other,"[what, are, you, caught, in, if, a, haboob, blows, up, ?]"
3284,NUM,perc,"[what, ratio, of, children, of, ages, between, two, and, eleven, watch, `, the, simpsons, ', ?]"
3285,NUM,count,"[how, many, cities, are, there, in, utah, ?]"
3286,HUM,gr,"[what, famous, meat, company, went, out, of, business, because, it, became, known, that, the, underworld, had, been, selling, them, kangaroo, meat, ?]"
3287,NUM,count,"[how, many, visitors, go, to, the, vatican, each, year, ?]"
3288,NUM,other,"[what, is, the, population, of, mexico, ?]"
3289,DESC,manner,"[how, do, you, get, silly, putty, out, of, fabric, ?]"
3290,LOC,other,"[what, is, the, best, online, games, site, ?]"
3291,DESC,reason,"[why, is, the, word, ``, abbreviation, '', so, long, ?]"
3292,NUM,date,"[what, century, did, art, 's, romantic, period, begin, in, ?]"
3293,NUM,count,"[how, many, spaces, follow, a, period, at, the, end, of, a, sentence, ?]"
3294,DESC,def,"[what, is, a, cake, of, soap, ?]"
3295,NUM,date,"[in, what, year, was, the, berlin, wall, erected, ?]"
3296,NUM,weight,"[what, is, the, weight, of, a, teaspoon, of, matter, in, a, black, hole, ?]"
3297,NUM,weight,"[what, is, the, approximate, weight, of, a, teaspoon, of, matter, in, a, black, hole, ?]"
3298,ABBR,exp,"[what, does, msg, stand, for, ?]"
3299,LOC,other,"[on, what, avenue, is, the, original, saks, department, store, located, ?]"
3300,LOC,other,"[where, does, the, song, anything, goes, take, place, ?]"
3301,LOC,other,"[where, was, the, first, zoo, in, the, u.s., ?]"
3302,NUM,dist,"[how, far, is, yaroslavl, from, moscow, ?]"
3303,ENTY,other,"[what, is, april, 's, gemstone, ?]"
3304,HUM,ind,"[what, is, the, present, pope, named, ?]"
3305,HUM,ind,"[who, is, the, nebbish, that, is, marvel, 's, official, mascot, ?]"
3306,ENTY,food,"[what, powdered, soft, drink, mix, went, into, space, ?]"
3307,ENTY,other,"[what, did, the, chinese, emperor, present, to, the, english, soldier, gordon, in, recognition, of, his, services, in, quelling, rebellions, ?]"
3308,ENTY,lang,"[what, is, one, of, the, languages, spoken, by, the, sioux, called, ?]"
3309,NUM,count,"[how, many, bytes, are, in, a, terabyte, ?]"
3310,HUM,ind,"[who, sang, the, song, ``, hooked, on, a, feeling, '', in, the, dancing, baby, episode, of, ``, ally, mcbeal, '', ?]"
3311,ENTY,techmeth,"[in, what, ways, did, ivan, iv, support, russian, expansion, ?]"
3312,NUM,weight,"[approximately, how, much, does, a, teaspoon, of, matter, weigh, in, a, black, hole, ?]"
3313,LOC,country,"[what, country, 's, flag, is, field, green, ?]"
3314,ENTY,sport,"[what, sport, is, known, for, hooligans, ?]"
3315,HUM,ind,"[who, was, the, columbia, pictures, head, who, forged, actor, cliff, robertson, 's, name, on, a, $1, ,, 000, check, ?]"
3316,HUM,desc,"[who, was, damocles, ?]"
3317,ENTY,sport,"[what, sport, was, the, first, televised, in, the, u.s., ?]"
3318,HUM,ind,"[name, dondi, 's, adoptive, grandfather, .]"
3319,NUM,date,"[when, was, the, congress, of, vienna, ?]"
3320,DESC,desc,"[what, are, the, lyrics, to, ``, smelly, cat, '', ?]"
3321,NUM,count,"[how, much, folic, acid, should, a, pregnant, woman, get, each, day, ?]"
3322,NUM,date,"[what, year, was, the, first, automobile, manufactured, ?]"
3323,NUM,count,"[how, many, colonies, did, germany, get, to, keep, after, world, war, i, ?]"
3324,NUM,count,"[how, many, states, have, a, ``, lemon, law, '', for, new, automobiles, ?]"
3325,HUM,ind,"[whose, biography, by, maurice, zolotow, is, titled, shooting, star, ?]"
3326,ENTY,event,"[what, concerts, are, held, in, new, york, this, week, ?]"
3327,HUM,ind,"[in, the, movie, groundshog, day, what, is, the, name, of, the, character, played, by, andie, macdowell, ?]"
3328,DESC,desc,"[what, are, the, requirements, for, becoming, a, citizen, of, australia, ?]"
3329,NUM,period,"[how, old, is, benny, carter, ?]"
3330,HUM,gr,"[what, are, the, top, ten, all-time, money, making, nfl, teams, ?]"
3331,ENTY,other,"[what, were, hairy, bank, notes, in, the, fur, trade, ?]"
3332,LOC,other,"[where, can, i, read, about, chiang, kai-shek, ?]"
3333,DESC,def,"[what, is, idealab, !, ?]"
3334,LOC,country,"[what, country, borders, the, most, others, ?]"
3335,ABBR,exp,"[what, does, the, e, stand, for, in, the, equation, e=mc2, ?]"
3336,LOC,other,"[what, river, runs, through, colorado, ,, kansas, ,, and, oklahoma, ?]"
3337,ENTY,veh,"[which, airplane, did, fawaz, younis, hijack, ?]"
3338,DESC,def,"[what, is, win, rah, ?]"
3339,DESC,reason,"[why, is, the, moon, different, sizes, and, colors, ?]"
3340,HUM,gr,"[what, college, enlivens, hanover, ,, new, hampshire, ?]"
3341,ABBR,exp,"[what, does, vcr, stand, for, ?]"
3342,DESC,manner,"[how, close, a, cousin, was, franklin, d., to, theodore, roosevelt, ?]"
3343,ENTY,cremat,"[name, a, novel, written, by, john, steinbeck, .]"
3344,HUM,ind,"[who, was, the, first, american, citizen, awarded, the, albert, medal, of, the, society, of, arts, ?]"
3345,HUM,ind,"[what, doctor, is, synonymous, with, footwear, and, foot, care, ?]"
3346,DESC,manner,"[how, do, boats, float, ?]"
3347,NUM,other,"[what, are, the, shoe, sizes, of, o, 'neal, ,, jordan, ,, and, mutombo, ,, the, nba, players, ?]"
3348,HUM,ind,"[who, founded, the, unification, church, ?]"
3349,NUM,count,"[how, many, zeros, are, there, in, a, trillion, ?]"
3350,ENTY,event,"[what, was, the, name, of, the, crimean, meeting, of, roosevelt, ,, churchill, ,, and, stalin, ?]"
3351,HUM,title,"[what, are, the, only, players, eligible, to, score, points, in, roller, derby, called, ?]"
3352,NUM,other,"[what, are, the, statistics, for, drunken, drivers, in, maryland, ?]"
3353,HUM,ind,"[what, ill-fated, american, general, dragged, a, bull, terrier, named, willie, through, world, war, ii, ?]"
3354,NUM,other,"[what, 's, the, score, of, a, forfeited, baseball, game, ?]"
3355,LOC,other,"[where, does, tuberculosis, come, from, ?]"
3356,HUM,ind,"[who, invented, the, lawnmower, ?]"
3357,LOC,other,"[where, can, i, find, lyrics, for, r&b, ?]"
3358,ENTY,animal,"[what, is, the, name, of, david, letterman, 's, dog, ?]"
3359,HUM,ind,"[what, u.s., senator, once, played, basketball, for, the, new, york, knicks, ?]"
3360,ENTY,sport,"[what, are, the, titles, of, some, r-rated, sony, playstation, games, ?]"
3361,ENTY,symbol,"[what, playing, card, symbolizes, death, ?]"
3362,DESC,def,"[what, is, an, urban, legend, ?]"
3363,HUM,ind,"[what, is, li, 'l, abner, 's, last, name, ?]"
3364,NUM,count,"[how, many, liberty, bells, have, there, been, ?]"
3365,LOC,country,"[what, two, countries, are, separated, by, the, bering, strait, ?]"
3366,DESC,def,"[what, is, smartnet, ?]"
3367,ENTY,termeq,"[what, is, a, synonym, for, aspartame, ?]"
3368,LOC,country,"[jackson, pollock, is, of, what, nationality, ?]"
3369,DESC,def,"[what, are, vermicilli, ,, rigati, ,, zitoni, ,, and, tubetti, ?]"
3370,ENTY,product,"[name, the, product, that, is, ``, at, your, grocer, 's, ,, at, your, fingertips, ., '']"
3371,HUM,ind,"[what, architect, originated, the, glass, house, designed, the, chicago, federal, center, had, a, philosophy, of, ``, less, is, more, ,, '', and, produced, plans, that, were, the, forerunner, of, the, california, ranch, house, ?]"
3372,NUM,count,"[how, many, russians, have, landed, on, the, moon, ?]"
3373,ENTY,food,"[which, thrilled, taste, buds, first, -, snickers, or, 3, musketeers, ?]"
3374,ENTY,animal,"[what, animal, do, buffalo, wings, come, from, ?]"
3375,DESC,reason,"[what, is, the, purpose, of, the, sysrq, key, on, my, computer, keyboard, ?]"
3376,NUM,date,"[when, was, franklin, d., roosevelt, stricken, with, polio, ?]"
3377,DESC,manner,"[how, do, you, find, out, what, is, allowed, to, claim, as, a, contibution, for, income, tax, purposes, ?]"
3378,DESC,manner,"[how, do, you, build, a, solar, car, for, a, high, school, experiment, ?]"
3379,LOC,other,"[where, on, the, internet, can, i, get, chemicals, importers, ?]"
3380,LOC,country,"[what, was, the, first, country, to, put, a, second, woman, in, space, ?]"
3381,ENTY,other,"[what, was, the, 24-disc, john, gabel, entertainer, the, first, example, of, ,, in, 1960, ?]"
3382,DESC,def,"[what, is, the, feudal, system, ?]"
3383,HUM,ind,"[who, shared, a, new, york, city, apartment, with, roger, maris, the, year, he, hit, 61, home, runs, ?]"
3384,ENTY,termeq,"[what, 's, the, geographic, term, for, the, submerged, fringe, of, a, continent, ?]"
3385,LOC,other,"[what, prison, is, found, in, ossining, ,, new, york, ?]"
3386,LOC,country,"[what, country, has, declared, one-fifth, of, its, territory, off-limits, to, russians, ?]"
3387,DESC,desc,"[what, is, the, main, application, of, sodium, hydrosulfite, ?]"
3388,ENTY,cremat,"[name, the, story, by, chris, van, allsburg, in, the, which, a, boy, tries, to, become, a, great, sailor, ?]"
3389,ENTY,other,"[what, are, the, components, of, polyester, ?]"
3390,ENTY,product,"[what, product, features, a, frog, that, says, ``, dig, 'em, '', ?]"
3391,HUM,ind,"[who, is, the, director, of, intergovernmental, affairs, for, the, san, diego, county, ?]"
3392,HUM,ind,"[what, hall, of, fame, pitcher, started, three, world, series, games, for, the, new, york, yankees, in, 1962, ?]"
3393,LOC,other,"[what, is, the, longest, river, in, the, united, states, ?]"
3394,ABBR,exp,"[what, does, the, channel, espn, stand, for, ?]"
3395,LOC,other,"[what, river, is, windsor, castle, on, ?]"
3396,ENTY,product,"[what, is, the, best, brand, for, a, laptop, computer, ?]"
3397,LOC,other,"[where, is, natchitoches, ,, louisiana, ?]"
3398,DESC,def,"[what, do, pointed, letters, mean, to, a, handwriting, analyst, ?]"
3399,HUM,gr,"[what, political, party, is, sinn, fein, a, part, of, ?]"
3400,ENTY,event,"[what, was, franklin, roosevelt, 's, program, for, economic, recovery, called, during, the, great, depression, ?]"
3401,HUM,ind,"[what, is, the, name, of, a, greek, god, ?]"
3402,LOC,city,"[what, 's, the, capital, of, taiwan, ?]"
3403,ENTY,other,"[what, did, englishman, john, hawkins, begin, selling, to, new, world, colonists, in, 1562, ?]"
3404,NUM,money,"[what, is, the, starting, salary, for, beginning, lawyers, ?]"
